keyword,tweet
gojek,@LampungRiz42727 @Cetepbebek terus kadang gojek dah sampe anak nya lelet pake sepatu lah ini lah itu lah. pas udah naik motor bilang “cepetan ya pak saya telat”
gojek,udh gapernah pake gofood lg karena mahal bgt jujur ;)) appnya dipake buat pesen gojek atau gocar aja
gojek,tempat order gojek NGAKAK
gojek,"@aishiteRIE2124 Pendapatan gojek hemat memang gak manusiawi. Kalian klo paham, gak bakal pesen yg hemat. Gak bakal tega. Minimal hati nurani pasti bakal berontak sie."
gojek,@aishiteRIE2124 Orang2 kek gitu tu yg bikin gojek pada numpuk di palmerah sampe bikin macet. Blm juga keluar stasiun udh pesen duluan ckckck
gojek,"@ParkOcit @kegblgnunfaedh Rada ribet jelasinnya. Dia datang ke kantor gua. Kayak sedih gitu, katanya orderan dia kena fiktif. Karna gua kasian yaudah gua bantu. Dan gua mikir harga segitu mungkin relevan sama harga gojek. Jadi nggk kepikiran ke sana. Eh rupanya ada yg pernah bantu dia trus ketemu lagi 😂"
gojek,Gue tim yang pesan gojek saat gue sudah di titik jemput. Nggak apa-apa gue yang menunggu. Kekuatan untuk ‘marah’ jadi ada di gue karena sudah melakukan bagian gue; menunggu.
gojek,"@Ordinaryjhonny klo beli under 50 pke sopipud murce bgttt, grab gojek keknyaa murahnya klo belanja up 100 dehh. aku langganan sopipud langganan sopi vip lumayan kebantu wkwkwk"
gojek,cinta bgt sm abang gojek kalo lewat jalan gs bukan lewat belakang karna jadinya ak kena debunya dikit 😋
gojek,@ainurohman Gojek kenapa lagi dah
gojek,@Arti_SebuahRasa @gojekindonesia @GrabID sehat2 ya bapak gojek
gojek,"@ainurohman Masih beda sih. 

Kalau yang gojek ini okelah perkara remeh sepele receh. 
Yang KAI mah bahkan ga ada perkara apa-apa sama sekali."
gojek,"@moovnale Mau di gojek juga adek mah gas, pap"
gojek,@Ordinaryjhonny Gojek ku lagi wangi banyak voc nya
gojek,ILONG GOJEK KU DAH PULANGGG OMG OMG
gojek,"Momen pekan ini

Ngaduin admin Somethinc, pegawai KAI, lalu driver Gojek. Dengan benang merah yg sama: gara2 hal remeh, sepele, receh.

🤡"
gojek,"Gue yakin klo gue gaada sampingan
Gaada kerjaan lain 

Meninggal gue idup di jakarta
Dengan gue yg gabisa frugal living itu wkwkkw

Gojek gue aja udh 2 jt/ bulan"
gojek,@firametta @vianthra SALAH YA KALAU COWOK MINTA DI BONCENG? 😔😔😔 EMANG KENAPA SIH???? 😔😔 WAKTU GW PULANG NAIK GOJEK AJA YANG NYETIR CEWEK GAK MINTA GANTIAN. 😩😩😩
gojek,"Shopeefood Diskon 100% s/d 35rb minbel 20K. Semua resto, akun tertentu ‼️‼️

Cek dan klaim di resto ini 👇
https://t.co/tboY5WoY0a
https://t.co/tboY5WoY0a

t. gofood grabfood kode promo go grab shopee food sfood voucher daget gojek gratis ongkir https://t.co/UJ5l358FaI"
gojek,"Shopeefood Diskon 90% s/d 25rb ‼️ Khusus untuk resto tertentu! 🍝🍜

Cek dan klaim dari resto ini 👇
https://t.co/doSg7AQUTA

t. gofood grabfood kode promo go grab shopee food sfood voucher gojek https://t.co/BBeAFYng9N"
gojek,"Mas pesen Ojol itu egonya diturunkan jangan merasa udah bayar. Biasakan pesan itu kalo udah siap. Apa salahnya situ yang nunggu? 
Mana pakai gojek hemat pula tapi berasa raja 😂😂😂😂😂😂😂"
gojek,"‼️ Voucher diskon 100% max 40rb! Bisa semua resto ✨

Klaim di resto ini sebelum habis 👇👇👇
https://t.co/p9LzoEoOi3
https://t.co/p9LzoEoOi3

t. gofood grabfood shopeefood kode promo go grab shopee food gojek daget gratis ongkir thr dana kaget https://t.co/xr7TXb76g1"
gojek,"WINGSTOP SHOPEEFOOD DISKON jadi 5K aja Combo 3 Boneless 🤤🍗🐔

‼️ Klaim voucher nya disini sebelum habis 👇👇
https://t.co/D3iHNzk5AI
https://t.co/D3iHNzk5AI

daget gofood grabfood kode promo go grab shopee food sfood voucher gojek thr shopeepay https://t.co/zE5q0jPVwa"
gojek,"Dari Pada Blonde Creamy Latte DISKON jadi 2K-an aja bisa pick up ✨

‼️ Klaim voucher-nya di sini sebelum habis 👇👇
https://t.co/4uue6niSc7
https://t.co/4uue6niSc7

t. daget gofood grabfood kode promo go grab shopee food jerome sfood gojek kopi https://t.co/9CSyvIOdM8"
gojek,"@xiaosxhi Klo lewat pinterest udah, gojek udah.. Bukan hal yg tidak mungkin di spotify engga 😭"
gojek,yah pokoknya kalo sampe ijo lagi masih lanjut tuh xinlong gojek agenda....
gojek,"versi aku 
- kasih uang lebih (tips) even itu cmn 1rb doang
- jgn lupa bilang 'maaf' kl buat abangnya nunggu dan makasi pas udh sampe
- jgn dibiasain berhenti tengah jalan buat mampir beli makanan, kasian abangnya 😭😭
-pesen gojek comfort kl bawaan kalian banyak"
gojek,@iamtolerable Gw ketika jd gojek
gojek,"@nubirettto Kemaren ketemu gua di kantor gojek,kata dia mw mulai ngojek di monaco pas pramusim"
gojek,"@Ordinaryjhonny kalo gofood biasanya berlangganan gojekplus dulu kakk, tp gojek banyak promo lainnya kok aku sering bgt dptt, mungkin bisa di coba

📌GOJEKAYU
📌GORIDEAJA
📌GOCARAJA
📌GOWEEKEND
📌langganan gojekplus pake kode GOJEKAYU disc up to 50% https://t.co/8sBLXOvEqr"
gojek,"mau nyaman mah lu naik taxi onlen terus ada grab/ gojek juga, kalo sama sama ada budget buat naik krl gausa protes org namanya juga TRANSUM dari KAI nya juga bilang boleh di jam pertama keberangkatan, sama sama nyari duit heboh amat sendernya"
gojek,"undip! In This Economic aku ada voucher gratis GOJEK 😭😭😭
PROMO GOJEK TENGAH BULAN 
A1 dari abg gw org gojek haha
masukin ntr pas order lgnsg ad promo aplgi musim ujan gini skuyy gofood

GORIDEAJA
GOCARAJA
GOJEKFATTAN
COBAINGOJEK
GOBANDARA
GOWEEKEND
YUKNGAMPUS
GOM… https://t.co/aEE0Knez9F"
gojek,@aishiteRIE2124 Jujur banget. Rada heran sama orang-orang yang masih ngantri tapi udah mesen gojek. Apapun jenis gojeknya ya. Bahkan ada yang belum turun KRL udah mesen lah anjir :’)
gojek,bayangin gw naek gojek di jalan gerimis gerimis mendung gw mendengarkan sorrowful reunion 🥀
gojek,@aishiteRIE2124 Tapi layanan hematnya gojek emang tail sih. Gw di Jogja weekdays pesen gojek yg hemat dilama2in. Trs sampai cancel sendiri. Pas order ulang dapetnya jauh padahal yg yg deket2 banyak
gojek,"dips! In This Economic aku ada voucher gratis GOJEK 😭😭😭
PROMO GOJEK TENGAH BULAN 
A1 dari abg gw org gojek haha
masukin dulu ntr pas order lgnsg ada promo aplgi musim ujan gini skuyy gofood

GORIDEAJA
GOCARAJA
GOJEKFATTAN
COBAINGOJEK
GOBANDARA
GOWEEKEND
YUKNGAMPUS
GOMALL https://t.co/ENIgWIUDq1"
gojek,@animasolace Udh dpt orgnya blm? Klo blm mau di pesenin gojek aja teh 😅🙏
gojek,"@adnardn Wow hebat 
Itu driver gojek versi hemat kah?"
gojek,Ada yg namanya fitur gojek instan. Atau lu pesen pas pas udah di family mart. Yg namanya dicencel gojek mah dah biasa anjir. Baru pertama kali pake kah?????
gojek,Nambah soal gojek
gojek,@Niccchie ini pinjol gojek? duluu ak di gojek aman aman aj kok
gojek,Grab &amp; Gojek exist for a reason. Kalau ngga mau berdesakan begitu y minimal pakai taxi online. Km ngga bisa afford online taxi je banyak gaya
gojek,"Sudah lah goride hemat, pesennya pas masih antri. Hmm… betul sih pelanggan adalah raja. Tpi hargai lah waktu si abg gojek. Waktu yg dia habisin buat nunggu lu tuh, bisa tepake buat ambil orderan lain btw 🙂"
gojek,"GoPay Bentuk Aliansi “Judi Pasti Rugi”, Gandeng Mitra Gojek dan Telkomsel Perangi Judi Online
https://t.co/pR5D2bo2FA"
gojek,"tujuan ngetweet ini apa? krn kl dibaca jg jelas bgt salah kakaknya. biasain order gojek tuh pas udah sampe di titik, apalagi titiknya no waiting zone. dikit-dikit spall spill sampe muka &amp; nama bapaknya gak disensor pdhl lebih mudah order lg dibanding misuh2 aplg bapanya ga salah"
gojek,"@Cetepbebek Seumur umur pake ojol (gojek always) dari tahun 2021 always bintang 5, kalo bete banget sama driver nya paling bintang 4 tanpa ucapan sangkyu, kalo driver nya asik w tambah tipe lebihh++ (kalo lagi banyak duit) 😅"
gojek,Kadang jauh lebih murah grab/gojek kl lg ada promo gede
gojek,"@Ordinaryjhonny @delicatedss Beda 40rb ? Itu bedanya harga menu nya atau emg udh final bayar segitu bedanya? 
Biasanya selisih dikit. Dan kadang banyak jg yg malah lebih murah grab gojek. Subsidi silang"
gojek,"stok nokos all NOGAR masi ada bub
● wa 10k
● shopee 6k inc pin, no pin 4k
● gojek 3k + pin jadi 5k
● gmail 4k
● kopken/fore/tomoro 3k
● tokped/lazada/ig/fb 3k
● apk lain start 3k
● X 5k (order kelipatan 5 get disc)

sung verif satset
💰 bisa QRIS
#zonauang
14-11'25"
gojek,"@UGM_FESS enak shopee der, gojek dah ngga open buat mitranyaa"
gojek,Setelah kai terbitlah drama gojek. Kenapa sih orang2 pada arogan dan gak bisa lebih santai sedikit?! Nih orang2 yg kerjaannya dikit2 ngedumel dan komplain bisa gak sih memposisikan diri jadi orang lain dan dipake common sensenya https://t.co/8HPqMCkpHa
gojek,"Shopeefood Diskon 70% s/d 19rb minbel 20K. Resto tertentu, akun tertentu 🍒🥧

Cek dan klaim di resto ini 👇
https://t.co/EUpY4lxYsA
https://t.co/EUpY4lxYsA

Gofood grabfood kode promo go grab shopee food sfood voucher gacoan daget gojek gratis ongkir Rizky ridho babu Jumat https://t.co/bRJCCKdL8r"
gojek,"Dari kemarin w liat org diaduin army lah ke tempat kerja, KAI lah, gojek juga hadehhhh udah kebolak-balik ya yang salah galak bener"
gojek,"@Ordinaryjhonny Nggak tau ya, mungkin tergantung akun. Tapi karena aku pake gojek plus, jadinya banyak diskon dan seringnya lebih murah dari harga makanannya."
gojek,"‼️ Diskon 100% max 30rb, minbel 0 (resto tertentu)
🛵 Gratong s/d 30rb, minbel 50rb

Klaim disini 👇
https://t.co/DJaUzExUnJ
https://t.co/DJaUzExUnJ

t. gofood grabfood kode promo go grab shopee food sfood voucher jual beli gacoan gojek Rizky ridho Jumat kebab babu https://t.co/tLotaDqkZT"
gojek,"dulu pas masih di tembalang iya murah, tapi pas balik depok malah lebih mahal drpd grab/gojek...cuma kmrin pas coba lagi lah iya beberapa lebih murah ?????"
gojek,"nih, perbandingannya.. kebetulan lagi subscribe semuanya (grab unlimited, gojek plus, sama shopee vip)
tapi dari harga awal menu makanannya aja uda keliatan mana yg paling gede sendiri mark-up harganya. jadi mau diskonnya gede jg tetep percuma wkwk mana biaya tambahannya gede https://t.co/TpJIXn12du"
gojek,"Pesan gojek kalo udh bener2 ready, karna di tempat yg rame, biasanya sistem akan cari driver terdekat dan itu nggak akan bikin kalian (pemesan) nunggu lama."
gojek,"Shopeefood Diskon 100% s/d 30rb. Untuk semua resto, akun tertentu aja ✨ 💌

Cek dan klaim disini 👇
https://t.co/oW6U11SjN4
https://t.co/oW6U11SjN4

t. gofood grabfood kode promo go grab shopee food sfood voucher gacoan daget gojek gratis ongkir babu Jumat Rizky ridho https://t.co/n3CflquX9c"
gojek,"@aishiteRIE2124 Anjir naik gojek hemat ternyata. Olahraga aja tenis, tapi sama wong cilik zholim minta ampun. Iblis aja se666an sama dia 😅"
gojek,"Adab pesen gojek dan lain2.
1. Klo pesan ojol harus dah di titik penjemputan sblum driver sampe.
2. Klo pesan makan dan gak bisa ditaruh kemana2 pastiin nunggu di depen pas abangnya dah deket, agar abangnya tinggal ngasih dan bisa lanjut kerja."
gojek,"overall kesimpulannyaa, ini lokasi nya emang jauh dari kota wkwk, bahkan dr buku akik aku sama sekali ga dilewatin jalan raya. ga yakin sih kl mau gojek ada yg mau pick up. mungkin ini sih yg bikin tempatnya ga yg rame bgtt gituu. sebenernya masi byk bookstore yg didatengin"
gojek,wts voucher goride pot 5k fee 1k all dom langsung https://t.co/CNqv3p2DtO voc potongan gojek #zonauang
gojek,"November ini banyak kejadian tweet netijen x yg unik2 yah, btw, kai, sekarang gojek. Besok plis bahlil"
gojek,paling mahal gojek anjrit apcb
gojek,@Arti_SebuahRasa @gojekindonesia @GrabID ini semua ojol? atau hanya grab sama gojek?
gojek,"padahal dia motor ada cuma perihal izin bawa doang ribet bgt sumpah, dan biasanya jg dia naik gojek kok kemana"
gojek,"@Ordinaryjhonny ada fasenya, dulu sering pake gofood krn akun wangi banyak voc, trs beralih ke grab jg ada voc di jam tertentu itu, skrg full ke shopeefood krn akun gojek &amp; grab busuk. nih kalo lg hoki voc 100% &amp; 60% + hemat, tp yg penting ada voc 50% + hemat aja udah mantep bgt https://t.co/JDsrGHAlZm"
gojek,aku nya wangi wangian kali yaa?? di akun gojek gue yang di hp lama sering dapet voucher diskon 40-45% tapi di akun satu lagi jarang bangett cuma sekali duakali dalam setaun kali. tp kalo buat gratis ongkir nya itu emg gue langganan gf plus yg tiap bulan itusih..
gojek,"@celanapendek77 Tiap kali ke Palmerah kalo mau pesen Gojek minimal udah keluar dari gate dulu. Baru habis itu jalan cepet. Atau kalo liat dari jam OP ngetweet, mestinya masih bisa pake Instant."
gojek,@Cetepbebek Loh emng ada ya yg belum siap tinggal naik tpi udh pesen gojek? Tidak beradab sekali nyuruh orng nunggu
gojek,@359ikyo tau gak sih fic ginhiji abang gojek x polantas tp takasugi jd badut beruang kek di semifinal
gojek,Halo @gojekindonesia ada seseorang melakukan doxxing terhadap mitra Anda. Saya yakin Gojek punya SOP bagaimana sistem pelaporan dalam aplikasinya yang tentu lebih melindungi data penggunanya baik customer maupun mitra. Jika seperti ini bukannya merugikan pihak gojek maupun mitra?
gojek,"@aishiteRIE2124 Tolol nya lagi dia sebar plat nomer dan nama driver. 

Kalau di pm Ama gojek orng kehilangan mata pencaharian gara gara ke tolol an dia"
gojek,@tanyakanrl banyar bayar pake m banking sih lebih turst aja wkwk kalo gopay buat bayar gojek atau gofood kalo dana buat aplikasi langganan aja
gojek,"gaaaaa, aku tim gojek dan grab, gojek kalau lagi promo topppp bgt murah abiezzzz, kalau grab ongkirnya kadang dibawah 5k apalagi ditambah diskon makanan beuhh mantul 🫰🏻🫰🏻🫰🏻😚😚😚"
gojek,"@Cetepbebek Sepakat.
Udah gue lakuin hal mendasar tsb sejak 2015 sampai saat ini dari jaman Grab masih pake Taxi Express dan Gojek driver masih &lt;1000 mitra dimana sbg konsumen sharing referal sampe dpt saldo 500k.
😎"
gojek,"Gilaaa memang banyak orang gilaa, udah tahu orang kerja cari uang. 
😭😭

Miris bangeet, aku tuh ga tega loh kalau ada diskon grab/gojek, mau pakai jasa transport/pesan makanan. Bahkan aku selalu kasih tip berlebih buat mereka. Dan ibuku juga selalu ingetin, buat hargai mereka."
gojek,"Hidup di Indo itu udah susah banget asli.

Sekalinya cm dapet rezeki lewat gojek masih ada aja orang2 yg gk sabaran dan main lapor 😅

Kalau kena suspend begini punya kepuasan batin sendiri apa gmn sih?

Untuk hal2 begini bisa lah gedein sabarnya.

Berlaku juga buat gua sendiri."
gojek,"Kemaren Kai, sekarang gojek, mo ngadu malah dirujak 😂"
gojek,"Daripada pemerintah punya niat merger Grab dengan Gojek, mending kasih modal gede buat Gojek.
Kalau beneran niat menyelamatkan produk aplikasi karya anak bangsa.

BUMN aja banyak yang acak-acakan, ini lagi malah mau gabungin Grab dengan Gojek. https://t.co/x5kk5ckMRg"
gojek,"@gojekindonesia Jangan ditegur driver kamu ya. Orang belum dititik, masih di dlm stasiun (belum jalan di luar juga) trsmesen gojek dan dicancel krn lama nunggu kok marah2. Introspeksi diri. Jangan gampang matiin kerjaan atau rejeki orang ya @txtdrjkt @hrdbacot @CommuterLine"
gojek,"In This Economic aku ada voucher gratis GOJEK 😭😭😭
PROMO GOJEK TENGAH BULAN 
A1 dari abg gw org gojek haha
masukin dulu ntr pas order lgnsg ada promo aplgi musim ujan gini skuyy gofood

GORIDEAJA
GOCARAJA
GOJEKFATTAN
COBAINGOJEK
GAJIAN
GOBANDARA
GOKANTOR
GOWEEKEND
GOSENDHEMAT https://t.co/hCR2hvJAaF"
gojek,"Masa baru sadarrr😭 selalu comparing kalo mau ojolfood. Gojek akunku bau, grab juga sama aja. Walaupun sekarang shopee juga naik harganya, tapi masih tetep lebih murah. Bahkan ada pedagang yg ngasih harganya sesuai potongan admin. Jadi harga yg dibayar sama kaya beli offline🤩"
gojek,Gojek jaket bersih = intel
gojek,"Guys 
Aku hampir kecelakaan tadi dan hampir mau meninggal gara gara mau dibawa ngebut sama GOJEK 

Sumpah mau nangis 
Jantung aku deg degan bangeet gara gara dibawa ngebut begitu sama drivernya 

YA ALLAAH AKU KESEL BANGEET 
😭😭😭😭😭😭😭😭😭😭😭😭"
gojek,"@tubirfess Nyentuh rumput kak,jangan belagu bgttt. Sama2 kerja cari duittt. Kyk gerbong kereta cuma 1 aja🙂lagian namanya juga umum ya umum lah utk siapa aja. Naik Gojek modal kalo mau nyaman sakarapmu dewe"
gojek,"Padahal kalau lu mau komplain, cukup post ""ada driver yg bermasalah karena bla².."" nanti admin gojek bakalan lanjut ke dm, ga perlu lu share gini blok. Spele bgt anjeng masalahnya, tp konsekuensi si driver datanya malah di sebar. Tolol lu tot. Moga aja lu ga ditandain."
gojek,@anotherzila Kurasa lebih mahal shopee. Id rather choose grab atau gojek apalagi kl langganan gojek+ beuuh
gojek,Mas sampeyan gak ngerti carane laporan ke gojek via aplikasinya kah? Apa ngertinya cuma ngebacot gini?
gojek,"Di jam 4 pagi, masku nelpon buat bangunin aku, aku bangun buat siap². Dianter sepupuku, kita beli nasi uduk buat sarapan. Aku otw pake gojek, randomly aku minta Abang gojeknya doain aku wkkw. Sampe di lokasi aku masuk ke ruang tunggu dan makan nasi uduk sambil nenangin diri."
gojek,@adnardn Penasaran penipu2 gtu klo pesen gojek pake mode hemat gak ya 🤔
gojek,"Manner buat gua sendiri, minimal kalo pesen gojek pas udH selesai antri dan udah depan titik"
gojek,"Biasanya maps gojek itu selalu delay, lo mikir driver nyampe disaat bersamaan dengan lo kan? Padahal sebenernya si driver itu udah dari tadi nunguin. Makanya kalau mau mesen itu pas udah nyampe TOLOL, kek org bener aja pake share foto, nama sama plat nomor driver"
gojek,@Ordinaryjhonny Punyaku ngga. Grab gojek lbh murah jauh bisa &gt;20k diskon makanannya belum diskon ongkir
gojek,@Cetepbebek Pernah dapet gojek gw tungguin sampe 15mnit malah di chat dia lagi ngecas hp anjeng suruh cancel klo keburu.
gojek,"Sering dapet keluhan dari driver gojek, mereka kalo nunggu org2 di TJ, di Stasiun Kereta, suka kesel kalo dapet orderan tp orangnya BELOM DI TITIK JEMPUTAN.
Yes you are use their service, you pay for it, but that doesn't mean, YOU became THEIR KING.
Time is money you know."
gojek,"-rek punten ono spil vocer diskon Gojek, bulan November, monggo:
~ GOWEEKEND
~ GOJEKRAIHAN
~ COBAINGOJEK (new user)
~ GOBANDARA
~ GOSTASIUN
~ GORIDEAJA, GOCARAJA (kuota update tiap dino Senen jam 00.00) mugi info e migunani rek💚"
gojek,"Satu lagi kak, jangan mepet jam, kasian abang gojek katanya kecepatannya juga dipantau soalnya"
gojek,@gojekindonesia min kecewa besaar kenapa akun yang pake gojek plus promonya lebih dikit daripada akun yang gapake gojek plus😇
gojek,"Sedikit info maps gojek kadang ga akurat, biasanya di maps kelihatan driver masih jauh padahal udah nyampe.."
gojek,"@starshiyna @Cetepbebek Tips ga wajib kak. baik cash gopay,jago, link aja,kartu debit credit di gojek atau superbank di grab bayar pas driver tetep seneng , karena saldo driver ga berkurang pas kita bayar, kecuali maxim yang taripnya sering ga bulet misal 17.600, 17.200 tuh genapin jadi 18.000 gitu"
gojek,"@AvoAvi1 @Cetepbebek Vario model baru (125,150,160) sama gojek emang dimasukin comfort, aneh emang."
gojek,"bang Hendri ini gimana, apakah suspend atau malah gojek bisa lebih mempertimbangkan lagi (?) semoga bang Hendri selalu masih dan selalu bisa nyari orderan biar anak istrinya tetep bisa makan dan masi bisa sisihin rezeki ke orang tua atau kerabat."
gojek,nunggu gojek beli cijot https://t.co/EEO0ZBTfWt
gojek,"i think mesen gojek pas udah siap di titik jemput itu adalah unspoken manner. sure, you're the customer. but respect always goes both ways :]"
gojek,"Gua jga tau diri orang nya, semisal pak gojek nya udh di titik biasa nya udh mangkal, itu aku bilang pak saya masih jalan keluar sebentar ya mohon ditunggu, dan kalau mah jauh driver nya aku bakal di titik yg bpk nya dan aku tau, abis itu selalu bilang makek baju apa dan foto"
gojek,"tinggal pesen lagi aja segala komplain, biasain order pas udh stand by apa susahnya. lagipula ga jarang maps gojek suka sinting, estimasi sekian menit, di maps ga gerak, tbtb abangnya dh di lokasi"
gojek,"@Cetepbebek Aku sering pesen go ride comfort walaupun badan kurus krna ya hrganya di apk ku beda dikit aja, joknya lebar. Kalo pak gojek/gofood/sfood/driver instan bingung sama lokasi biasanya sih aku fotoin atau aku yg nyamperin kalo kesasarnya deket. Jangan lupa bilang terimakasih"
gojek,"-dips! In This Economic aku ada voucher gratis GOJEK 😭😭😭
PROMO GOJEK TENGAH BULAN 
A1 dari abg gw org gojek haha
masukin dulu ntr pas order lgnsg ada promo aplgi musim ujan gini skuyy gofood

GORIDEAJA
GOCARAJA
GOJEKFATTAN
COBAINGOJEK
GOBANDARA
GOWEEKEND
YUKNGAMPUS
GOMALL https://t.co/SgWBoHJPS0"
gojek,"1. bagi ojol time is money. nunggu lama = ke next orderan jg akan lama, bensin diabisin buat nunggu (kl dijanjiin cuma ‘sebentar’ tp gatau brp lama)

2. udh saatnya gojek/grab nerapin tunggu berbayar, kyk uber, terutama utk Hemat"
gojek,#wtb #zonauang iqos illuma one dom bandung bisa gojek
gojek,"tau kan kenapa booth ojol (grab, gojek, maxim) itu selalu ada diluar? salah satunya biar titik antar penumpang dan driver enak, penumpang udah siap nunggu dan driver pun udah siap buat jalan ke tempat tunggu. gua selama narik sering dpt cust yg pake fitur hemat dan sering pickup-"
gojek,@kegblgnunfaedh Trimakasih org baik yg sudah menolong abang gojek.
gojek,"@Cetepbebek NOMER 1 TOLONG BANGET YA. Sering gw liat orang baru dari St Kranji MENUJU St Bekasi udah pesen Gojek. Terus keretanya antre masuk dah di Bekasi bisa 10 menitan. Lu gila ya gampangin kerjaan semua orang? Kalo lu ngerasa capek, ORANG LAIN JUGA CAPEK."
gojek,"@AvoAvi1 @Cetepbebek Vario 125, 150, 160 sama Gojek dimasukin ke comfort asal tahunnya diatas 2020 😂"
gojek,"@727jl Goodluck dpt potongan bagus 😭☝️ gojek skrg dah jrg banget dpt diskon, hrganya terlalu ovp bagi aku yg msh mendang-mending brangkat sendiri-"
gojek,Buat yang point 4 semoga gojek lebih milah motornya sih 😭🙏 karena jujur ku pernah dapet gojek confort tapi motornya malah yang kecil 😭🙏 padahal ku pesen yang xl supaya lebih leluasa… dan lebih nyaman
gojek,"@jocvamousg kalo naik gojek kaga cuy, tapi pas tadi jalan jadi kerasa mayan jauh 😁"
gojek,"@Ordinaryjhonny Tergantung sih kalo aku. Kalo mau jajan, dicek si 3 app, di grab, gojek dan shopeefood haha"
gojek,"Serius deh

Kenapa orang2 mesen gojek pas lagi masih ada di kereta?

Kenapa gak mesen pas udah siap nungguin?

Gue ga ngerti..."
gojek,"@aishiteRIE2124 Itu dia share data driver di sosmed aja udah slah, klo mau complaint knp ga ke gojek cust. Support knp via sosmed??? Mau minta validasi kah? Klo seandainya dia salah, udah kena UU ITE ga sih?"
gojek,"plus ny lg wangi ny fresh bgt bnr2 floral gt cocok buat klo lg panas2an jd gada lg rambut bau apek or bau matahari😜ak smpe pnya 2 varian ny krn emg secakep itu…

spray ny super nyebar n packaging imut gmpang dibawa kmn2! klo klian gojek girlies jg ini must have bgt sih super https://t.co/FK8jRRVXgX"
gojek,tidak sengaja mengintip bintang gue di gojek 😅😅 https://t.co/lcXXA3KeSQ
gojek,"@Ordinaryjhonny akun grab gua udah wangi GrabFood nya karena udah lama bgt apa ya? jdi udah gua bandingin sama oren ataupun gojek
grab gua paling cocok lebih murah jauhhhh
keknya tergantung lucky akun?"
gojek,"bete bgt klo pergi rmbut udh wangi semerbak jd apek, krn slalu gojek an n pke helm trs… n finally nemuin solusi ny ya pake hair mist super sat set semprat semprot doang🙂‍↕️

hair mist yg slalu ak bawa kmn2 wonderlux x barbie yg enchanted floral! 🌺 https://t.co/u3Mt3tSYzK https://t.co/BqoPdCjNLG"
gojek,"oyi rek ono’ vocer diskon Gojek bulan November, monggo:
+ GOWEEKEND
+ GOJEKRAIHAN
+ COBAINGOJEK
+ GORIDEAJA
+ GOCARAJA
+ GOBANDARA
+ GOSTASIUN
(Vocer berkuota di update tiap dino Senen jam 00.00) matur suwun."
gojek,"kok bisa sih book ojek tapi lu nya gak ditempat / titik lokasi ? 
walaupun kita bayar tapi dengan adanya driver itu saling membantu bukan ngebabu-in 
udah gitu pake gojek hemat pengen dilayani gaya elit banyak mau yeuuu kocak"
gojek,"kata gue sih take down gaush manja jadi laki, matiin rezeki org bgt.
mana lu yg salah lagi, nunggu gojek ga nyampe sejam aja heboh bgt smpe nyuruh driver nunggu NAJIEESST 

sudahlah pesen yg hemat bnyk mau pula, manja"
gojek,"Ko ada orang yg pesen gojek gak di titik jemput? 
Nunggu 2 menit aja gak enak banget sama si bapak nya, mending kita yg nunggu."
gojek,kalian aplikasi gojek nya lambat banget kalau ngescan QR ga?
gojek,@aishiteRIE2124 Kebiasaan penumpang kereta ya gitu kereta baru jalan dari tanah abang udh mesen gojek di palmerah belum jalannya belum naik turunnya..
gojek,"Manusia tolol gak mau nunggu tapi bikin orang nunggu, gojek bukan supir pribadi lu tolol"
gojek,"gais yang need nokos wa tele kopken fore shopee tokped grab gojek dana ovo gopay shopeepay fast verif fast respon ke aku yaaa, sung wa di bio aja guys #zonauang"
gojek,i mean… lo udh make GOJEK HEMAT TP BYK MAU ANJJJJ
gojek,mafia knp ya gasuka bgt ak naik gojek
gojek,dah lahh gojek aja😌😌
gojek,"hp ip makenya gojek hemat, heran. “ya tp kan ada fiturnya yg gojek buat” ya emg sebuah keharusan milih fitur gojek hemat? lu ga tau kan biaya yg ojol dpt klo lu pake fitur itu? dikit bgt kebanyakan kepotong sm apk. jual hp ip boba 3 lu dah buat byr gojek xl"
gojek,"@Ordinaryjhonny tapi tetep prefer grab sih. grab ada ongkir hemat, shopeefood juga ada tapi ilang2an. gojek? bye mahal bgt."
gojek,"@nehrurindra Bang Nehru, apa hukumnya pesen gojek hemat belum turun KRL tapi si ojol suruh nunggu karena si pemesan belum sampai titik jemput?"
gojek,"Aku pun kalo abis turun dari stasiun, kalo udah sampe titik nunggu baru berani mesen gojek. Mending nunggu daripada ditunggu"
gojek,@jualanokos kak buat gojek brp?
gojek,"lu kalau mau cepet jangan pesen gojek, pesen aje max verstappen"
gojek,@Ordinaryjhonny Rill cuy. Gue ga pernah pesen makanan di grab/gojek. Ongkirnya mahal cok😭. Shopee the best
gojek,"Akun gw baik grab dan gojek udh jd VIP
1. Alhamdulillah ga pernah pake mode hemat
2. order kalo dah siap
3. Ga mau chat driver dluan, karena biasa driver yg ga chat,dia ga mau ngambil, biar dia cancel sendiri(soalny sering chat dluan g d bls g da respon)
4. Ramah ke driver"
gojek,@nelajen @amaaaaushd gojek bisa ga kak
gojek,ilong gojek
gojek,"ghuweh SELALU pesen gojek/grab setelah udah siap berangkat dan udah nunggu di titik (depan rumah kek, pinggir jalan kek, depan gedung kek). Surprised it's not a common sense."
gojek,"testi nokos telegram, wassap, dan gojek! 💥🔥 https://t.co/DDszgdIeUB"
