keyword,tweet
gojek,"Klaim vc di halaman restoo🥳
siapa tau akunnya wangii✨️
👍 https://t.co/OjyYGLG30I

gofood grabfood shopeefood kode promo go grab shopee food diskon voucher daget gojek https://t.co/iTH0yIWqAC"
gojek,"Ada potongan Moon Chicken 🥳 klaim voucher nya di halaman resto (siapa tau hoki) ✨️
👍 https://t.co/gwckoCbhoH

Diskon gofood grabfood shopeefood kode promo go grab shopee food daget gojek thr shopeepay https://t.co/Ke7kCmLn2Z"
gojek,"WINGSTOP SHOPEEFOOD DISKON jadi 5K aja Combo 3 Boneless 🤤🍗🐔

‼️ Klaim voucher nya disini sebelum habis 👇👇
https://t.co/D3iHNzk5AI
https://t.co/D3iHNzk5AI

daget gofood grabfood kode promo go grab shopee food sfood voucher gojek thr shopeepay https://t.co/H3MyQG7P56"
gojek,"Dari Pada Blonde Creamy Latte DISKON jadi 2K-an aja bisa pick up ✨

‼️ Klaim voucher-nya di sini sebelum habis 👇👇
https://t.co/4uue6niSc7
https://t.co/4uue6niSc7

t. daget gofood grabfood kode promo go grab shopee food jerome sfood gojek kopi https://t.co/tjOclLqDxe"
gojek,"Shopeefood Diskon 70% s/d 19rb minbel 20K. Resto tertentu, akun tertentu 🍒🥧

Cek dan klaim di resto ini 👇
https://t.co/EUpY4lxYsA
https://t.co/EUpY4lxYsA

Gofood grabfood kode promo go grab shopee food sfood voucher gacoan daget gojek gratis ongkir Rizky ridho koyo sbux https://t.co/uAQTRmbDW8"
gojek,"Sbg pengguna Transjakarta, sering lihat hal yg sama. Belum sampai halte tujuan tapi udah order gojek/grab. Alhasil penuh tuh driver pada nungguin di luar halte.

Kayak ga bisa nunggu sampai tujuan dan keluar dari halte baru deh pesen ojol. 

Kayak pada mau meeting sama Trump."
gojek,aku lg gk mood berbincang tp bapak gojek energinya kyny masih 1000 huft
gojek,"@dtlotussuga asli iyaaaa gw bahkan cuma puter balik di flyover waru, tapi bapak gojek gw udah mepet bgt hampir ngokop pantat truk"
gojek,"Gue lagi sakit, terus paket dari tiktok dan shopee berdatangan, belom lagi dari mutuals yang kirim ini itu.

Day 3 sakit, munculah kiriman gojek makanan dan buah ... 

Laki gue : ""cepet sembuh napa bun"" 

🤣🤣🤣🤣🤣

Sabar pak, sampe 2 hari kedepan banyak itu yg akan datang ..."
gojek,gua dapet driver gojek demi mirip pak tarno si pesulap
gojek,heeeeeeh capek banget guaaa nyasar sampe gunung putri. makasih abang gojek udah nganterin aku yg udah setengah mewek ini
gojek,@AsianDawn4 Jaket nya gojek
gojek,itu gojek nya intel kh ☠️
gojek,Wkwkw Abang gojek tadi masih nanya gwh kuliah dimana 😔 mmg passionku ini bukan jadi budak koorporat
gojek,"Gacoan enak dimakan di segala cuaca gak sihhh🤤
klaim vc di halaman resto
siapa tau wangi
👍 https://t.co/uSNfnoXM4i

gofood grabfood shopeefood kode promo go grab shopee food diskon voucher daget gojek toner dita karang jumat berkah ador https://t.co/d90iqWZ2H8"
gojek,"hai hai hai buat kalian yang lagi mau berangkat ngampus/kerja/main tapi naik ojol, bisa banget nih redeem promo ""GOJEKRIA"" biar bisa pake promo dibawah ini :

 GORIDEAJA
 GOCARAJA 
GOSTASIUN 

#promo #gojek #voucher #goride #gofood #vouchergojek"
gojek,GW TD PAGI NAIK GOJEK PCX KAYA MAU TERBANG ANJINGGG 😭😭
gojek,begging ke Abang gojek karna takut ketemu bokap 🏃🏃🏃 https://t.co/KZY7OT27zX
gojek,"wts voucher gojek

— 60% pot 7,5K (fee 1.5K)
— 60% pot 20K (goride/gocar/gofood) (fee 5K)

bisa cek dulu, tidak untuk inrush, order via wa. ♥

wtb voucher gojek
#zonauang #zonajajan"
gojek,"Gue tahu dia ini nggak sendirian. Ibaratnya dia ini semacam 'tumbal'. Tapi gue masih sangat jengkel sama dia yang obrak-abrik sistem pendidikan di Indonesia sampai bikin generasi muda bahkan ada yang nggak bisa calistung sama membaca. 

Udah bagus lu di gojek aja padahal."
gojek,@nocturnalcutie Demiiii wakakka ntar aku nyari dulu di gojek buat besok sekalian pesen cheesecake di accra 😭😭
gojek,"‼️ ShopeeFood DISKON 100%
Max 30rb 💌
* Semua resto, pesanan terjadwal

Klaim dan belinya disiniii 👇
https://t.co/8h7LPu2Dl3
https://t.co/8h7LPu2Dl3

t. gofood grabfood kode promo go grab shopee food sfood voucher daget gojek gratis ongkir https://t.co/QOAf1MeRU1"
gojek,"Shopeefood Diskon 100% s/d 35rb minbel 20K. Semua resto, akun tertentu ‼️‼️

Cek dan klaim di resto ini 👇
https://t.co/tboY5WoY0a
https://t.co/tboY5WoY0a

t. gofood grabfood kode promo go grab shopee food sfood voucher daget gojek gratis ongkir https://t.co/G68amk8MRc"
gojek,"Shopeefood Diskon 90% s/d 25rb ‼️ Khusus untuk resto tertentu! 🍝🍜

Cek dan klaim dari resto ini 👇
https://t.co/doSg7AQUTA

t. gofood grabfood kode promo go grab shopee food sfood voucher gojek https://t.co/kmCZTHlgNY"
gojek,"Ayam Koplo by Hangry on SHOPEEFOOD DISKON jadi 7Ka an aja ✨😭 Nasi Ayam Goreng Penyet + Sambel 🍗 

Pakai voucher disini sekarang👇👇
https://t.co/UTasA2Zcdw
https://t.co/UTasA2Zcdw

t. gofood grabfood kode promo go grab shopee food sfood daget gojek thr shopeepay https://t.co/TDo7kJ3o3G"
gojek,g dpt gojek wth
gojek,"Klaim vc di halaman restoo🥳
siapa tau akunnya wangii✨️
👍 https://t.co/OjyYGLG30I

gofood grabfood shopeefood kode promo go grab shopee food diskon voucher daget gojek https://t.co/JaDRNuyVw6"
gojek,"‼️ Voucher diskon 100% max 40rb! Bisa semua resto ✨

Klaim di resto ini sebelum habis 👇👇👇
https://t.co/p9LzoEogsv
https://t.co/p9LzoEogsv

t. gofood grabfood shopeefood kode promo go grab shopee food gojek daget gratis ongkir thr dana kaget https://t.co/IBigBT6n1N"
gojek,"Ada potongan Moon Chicken 🥳 klaim voucher nya di halaman resto (siapa tau hoki) ✨️
👍 https://t.co/gwckoCbhoH

Diskon gofood grabfood shopeefood kode promo go grab shopee food daget gojek thr shopeepay https://t.co/qMcUXLgCGA"
gojek,"WINGSTOP SHOPEEFOOD DISKON jadi 5K aja Combo 3 Boneless 🤤🍗🐔

‼️ Klaim voucher nya disini sebelum habis 👇👇
https://t.co/D3iHNzkDqg
https://t.co/D3iHNzkDqg

daget gofood grabfood kode promo go grab shopee food sfood voucher gojek thr shopeepay https://t.co/taisANjhNe"
gojek,nonton drakor ditemeni gojek??? https://t.co/Z6h1bs4oW0
gojek,"Dari Pada Blonde Creamy Latte DISKON jadi 2K-an aja bisa pick up ✨

‼️ Klaim voucher-nya di sini sebelum habis 👇👇
https://t.co/4uue6niSc7
https://t.co/4uue6niSc7

t. daget gofood grabfood kode promo go grab shopee food jerome sfood gojek kopi https://t.co/YyRG7Uk5Vm"
gojek,@yosishahbar Driver Gojek punya pistol cuy 🤣🤣🤣
gojek,@xoxos0s kemaren di gojek skrng di spotify yh
gojek,"KAPAN LAGI GORIDE CUMA RP1K ?!😧 PAKE KODE PROMO VOUCHER GOJEK SPESIAL NOVEMBER (GOFOOD, GORIDE, GOCAR, GOSEND)

-COBAINGOJEK (user tertentu)
-QRISTAPGORIDE (terbaru)
-YUKSEHAT (area tertentu-30rb)
-GOJEKTAYARA (s.d 30 nov)
-GOCARAJA (disc gocar-30rb)
-GORIDEAJA (disc goride) https://t.co/yVdUIVSLrD"
gojek,@axebagea lewat apk gojek nya ya
gojek,@ocyeanicmy_ auto jd gojek 😂
gojek,"gojek aja lah ampe kostan, drpd mood jelek"
gojek,"Lagian oon bgt padahal di gojek udah wangi cv mu
Keenakan sama pemerintah ya gitu kwkwk"
gojek,@hazhel2_ yahh pdhl seru tau menjadi abang gojek racing 😌
gojek,naik gojek tp bensin abangnya abis kocak
gojek,"@doelafa Jadi ladang selingkuh lagi ini mah sm artis artis. Kemarin gojek udah, pinterest udah"
gojek,Kasian kali gojek nya wkwkwk😭😭😭 https://t.co/8S0KRstUHg
gojek,@gotmice18 @bingcilings Udah sering sih 🤭🤭dahal Foto di profile gojek itu 10 tahun yang lalu 🤣🤭pernah aku diorder awalnya Deket malah dibayarin muter2 keliling surabaya.mbanya ngajak curhat sampe makan minum rokok kopi ditanggung mba nya.jadi dah pernah ngalamin yg kyk begitu2.sekarang main food aja
gojek,@_Letyciamoreen Gojek
gojek,"TOLOL BANGET !!
CO SOPLEN PAKE GOJEK INSTAN PAGI INI, DITUNGGUIN DI KANTOR GA DTG2 TERNYATA ALAMATNYA KE RUMAAHH !!"
gojek,@ssunshinef @myeongnyang @iyeeppi @our20serenade GW NYENGIR SRNDIRI DI GOJEK
grab,"Shopeefood Diskon 90% s/d 25rb ‼️ Khusus untuk resto tertentu! 🍝🍜

Cek dan klaim dari resto ini 👇
https://t.co/doSg7ARsJ8

t. gofood grabfood kode promo go grab shopee food sfood voucher gojek https://t.co/CNV8Pl2mzt"
grab,"‼️ Voucher diskon 100% max 40rb! Bisa semua resto ✨

Klaim di resto ini sebelum habis 👇👇👇
https://t.co/p9LzoEogsv
https://t.co/p9LzoEogsv

t. gofood grabfood shopeefood kode promo go grab shopee food gojek daget gratis ongkir thr dana kaget https://t.co/FaKtGdvVXh"
grab,"Klaim vc di halaman restoo🥳
siapa tau akunnya wangii✨️
👍 https://t.co/OjyYGLGAQg

gofood grabfood shopeefood kode promo go grab shopee food diskon voucher daget gojek https://t.co/uwpx6dEGWk"
grab,iya jujur tpi kdg menunya ga selengkap di grab/gofood 🥲
grab,"WINGSTOP SHOPEEFOOD DISKON jadi 5K aja Combo 3 Boneless 🤤🍗🐔

‼️ Klaim voucher nya disini sebelum habis 👇👇
https://t.co/D3iHNzkDqg
https://t.co/D3iHNzkDqg

daget gofood grabfood kode promo go grab shopee food sfood voucher gojek thr shopeepay https://t.co/u1M9uJ35vA"
grab,"FS Produk Digital Rp11
🕛 setiap jam 00, 12, 18

Pulsa &amp; Paket Data
Voucher QRIS (Grab, e-Commerce, dll)

transaksi di app ShopeePay
https://t.co/QChJmfeMzY
(fs Rp11 berakhir tanggal 16 Nov?) https://t.co/pYbjvhxtF9"
grab,"@tubirfess Bayangin,itu bapak lo lg cari nafkah trs org lain bikin tweet ga jelas kek lo gini,skit hati ga?
Klau mau nyaman,lo bawa kendaraan sendiri/lo pesen grab/kendaraan lain.
Semua org berjuang cari nafkah,ga lo doang,semua orang cape."
grab,"Free get $50 USDC .JOINT AND GRAB IT FAST . Gabung dengan saya dan dapatkan reward Anda! Daftar dan selesaikan tugas, mari dapatkan reward USDC bersama-sama! https://t.co/GfDw8hZLLd"
grab,"@tubirfess tolol, gapunya otak, jelas"" itu transum semua kalangan bisa pake, kalo emang ngerasa ga nyaman naik grab aja tolol, bawa laptop sebiji aja beratnya udah kaya di glendotin setan, masih miskin gausah banyak gaya"
grab,@tubirfess kalo ngga mau satu tempat sama mereka ya lo naik gojek/gocar/grab aja lah
grab,"shofood buat gacoan doang, gofood buat wow, lainnya grab wkwkwkwk diskonnya banyak kalo di grab😭🥲"
grab,"@facktura Yes, kena pandai check stock jugak dekat store mana yg banyak lagi. Uniqlo senang monitor sales &amp; stock. Kalau dah tinggal sikit je boleh terus grab."
grab,"dulu iya, tp skrng shopeefoodku mahal, lebih murah grab apalagi kalo langganan premium"
grab,"@myusician @saynotovita2 @gtauadasiapadmn @warlokmerumput udh 4 driver yg konfirm ke aku klo misal selalu nanyain harga tarif di apk tu brp, hbs tu mereka nanya “sering pake goride hemat/grab hemat?” ku jawab aja ga pernah ternyata dari 4 itu mereka ngeluhin hal yg sama yaitu yg mereka terima kek 11/12k an dri harga asli 23/24k an"
grab,gw sangat berterima-kasih oleh bapak-bapak dishub &amp; bapak grab yang ngasih wejangan karena gw posisinya nangis sesegukan dijalan. Makasih banget pak. Sampe gasempet nanya namanya siapa karena saking terbata-bata nya. 😞🖤
grab,"dan ongkir minimum  yang diterima driver juga paling murah
shopeefood 6400
grab 7200
gojek 8000

kenapa tau? karena aku seorang driver ojol :)"
grab,"@Ordinaryjhonny Untuk harga makananya sebenernya lebih murah di grab/go food kak. Tapi yang paling banyak diskonan ya shopeefood. Tapi kadang² grab food juga kalo lagi baik, diskonan nya banyak😭"
grab,"@Ordinaryjhonny klo kata aku sopipud sm gopud doang sih, jd kdg buat aku yg msh kaum mendang mending hrs dibandingin dlu mana yg lebih murah, kcuali grab aku prnh pake sekali jrg ada voucher"
grab,"transportasi umum dibuat untuk umum, segala latar belakang, usia dan profesi, kalo mau nyaman pake grab premium aja lo kampung"
grab,"Akhirnya w update *tepar*
Kemaleman karena baru banget nyampe perjalanan jauh~~~

Grab a bite✨✨ CIAD12

https://t.co/xsL4yEkJF8"
grab,@Ordinaryjhonny baru kmrn nyoba syopifud emg lebih murah dari grab dan gojek. dari order makanan hbis 37rb jadi cuma 10.500 kwkw apa krna baru pertama pake yaa?
grab,"Bangsat, lu kalau mau nyaman ya bawa kendaraan sendiri aja anjg. Atau naik taxi, gojek, grab. Udahlah naik transum, banyak protes najis"
grab,"Sopifud diskon gede tapi cuma buat nutup ongkir. Grabfud yaa tengah"" lah, pembelian 30k udh freeong klo ikut berlangganan grab unlimited. Klo gofud bah paling mahal anjem😔😔"
grab,"Kehujanan pas berangkat, udah sampe tempat piti nunggu grab lagi sekitar 1jaman grgr macet https://t.co/D5T0lzWUVc"
grab,"@Ordinaryjhonny fyi dari kemarin sempet lewat thread, kalo sopifud memang lebih murah, tapi potongannyan itu dibebankan ke toko/seller, sedangkan grab gojek ngga"
grab,"Namanya juga transportasi umum anjirr, kalau mau ga desek desek an mah naik grab aja naik grab🤧"
grab,"Tadi hp gweh 2 2nya mati DENGAN KEADAAN LUPA BAWA CHARGER, UDAH ITU MANA GAK BAWA KENDARAAAN😭😭panik gweh chat semua orang yang dirrumah pake pc kantor….. buat minta pesenin grab HAHAHAHAHAHA"
grab,"Malamm butuh nokos?
Nala open sampai jam 2, fastrespon di wa yaa
– Nokos wa, gojek, shopee,
kopken, qpon, grab, dana,
fore, lazada, tomoro,
classpass, tokopedia,
bumble, tiktok, weibo,
janji jiwa, akulaku, dll, semuaaa app

(Bisa Verif Dulu, Bayar Akhir)
Adaa Qriss
#zonauang"
grab,"@txtdrkuliner Bisa tahan max 3 hari, alasanya lebih hemat kalau langsung beli banyak di grab/gojek/aplikasi kopken."
grab,"@ocyocha @Ordinaryjhonny 2 in. semenjak pindah jakarta dari depok, full make grab sekarang. grab di jakarta cuma minus driver yang maaf motornya jelek kalau buat ojek."
grab,@parlclassi @nayajuseyo @paracetamoods Jujur iya 😭 cuma lumayan buat sebuah pegangan biar kita gak nge grab wadahnya yg bikin susunya keluar
grab,"@tubirfess Kemarin KAI, tadi baca ada yg laporin supir grab, sekarang KRL. Ada apa niiihh???"
grab,"Ready nokos guys!! Bisa untuk all apk ya. Bisa Claude ai, gojek, wa, grab, shopee, tokped, kopken, qpon, taobao, janji jiwa, tomoro, tiktok, fore, KFC, Gmail, dll. Cuss klik link di bio untuk order. Testi bisa liat di pinned 

#zonauang"
grab,"ga sopan banget masukin orang random ke base. namanya jg transportasi umum tolol, kalo mau nyaman pakai kendaraan pribadi atau grab, gojek, taxi kan ada"
grab,"Memang... tapi kadang suka dapet voucher sekian persen juga sih dari grab, kalo dari gojek jarang bgt dapet"
grab,"@SoundOfYogi Sebelum nyalahin orangnya mending salahin sistem transportasinya dulu.

Kadang situasi. Ada yang turun dari bus gendong anak yang usia 4 tahun karena ketiduran, gak ada halte tempat duduk di tempat nunggunya, jadi daripada gitu mending dia pesen grab jarak 2km sebelum sampe."
grab,depends. kdg ada yg bisa lebih murah. tp sejauh ini ak seringnya lebih mahal si. paling gampang cari murah2 di grab klo ak
grab,"karena gini, misal km bayar ongkos reguler 15k itu nanti cuma 12k yang diterima driver. tapi kalo kamu pake grab hemat bayar 10k, nanti selisih 5k tadi bisa kamu kasihin ke driver dalam bentuk tip

penumpang sama2 keluar duit 15k tapi driver dapetnya lebih banyak dgn skema itu"
grab,"pake fitur hemat/reguler tergantung mindset sih. soale nek pemikiran cerdasku sih ngene, asal jarak dekat aku bakal pilih gojek/grab hemat. lalu selisih ongkosnya bisa dikasihin ke driver lewat fitur ""beri tip"""
grab,"@Ordinaryjhonny ngga, kalo di compare makanan gofood dengan sfood untuk resto yg sama justru mahalan sfood, gatau ya kalo grab karna ga make"
grab,"Tergantung sikon. Aku kalo mau order cek tiga2nya😭 tapi sejauh ini yg sering bnyk diskon malah grab, tpi mungkin karena aku langganan unlimited sih. Yg jarang ada diskon tuh gofud"
grab,shopeefood di kota ku harga nya malah jadi yang paling mahal dibanding grab dan gofud ._.
grab,"@17svtscent Halo Kak, aku dari Grab Akun Official
Sebelumnya mohon maaf jika ada yang buat gak nyaman ya 🙇‍♀
Kalau ada yang bisa kami bantu lebih lanjut tentang pengalaman pemesanan Grab Kakak, boleh infoin detailnya lewat DM dengan ketik ""Agent"". Terima kasih Kak 🙏 -Lilis"
grab,"@realgigin Halo Kak, aku dari Grab Akun Official
Sebelumnya mohon maaf jika ada yang buat gak nyaman ya 🙇‍♀
Kalau ada yang bisa kami bantu lebih lanjut tentang pengalaman pemesanan Grab Kakak, boleh infoin detailnya lewat DM dengan ketik ""Agent"". Terima kasih Kak 🙏 -Lilis"
grab,"@howlife__ Halo Kak, aku dari Grab Akun Official
Sebelumnya mohon maaf jika ada yang buat gak nyaman ya 🙇‍♀
Kalau ada yang bisa kami bantu lebih lanjut tentang pengalaman pemesanan Grab Kakak, boleh infoin detailnya lewat DM dengan ketik ""Agent"". Terima kasih Kak 🙏 -Lilis"
grab,mending naik grab aja mba/mas nek gamau barengan sama pedagang ginian
grab,"@zhonglicious Halo Kak, aku dari Grab Akun Official 🙌
Sebelumnya mohon maaf kalau Kakak jadi nggak nyaman ya 🙏
Kalau ada yang bisa kami bantu lebih lanjut tentang pengalaman perjalanan Kakak menggunakan layanan Grab, boleh infoin detailnya lewat DM dengan ketik ""Agent"". Terima kasih 🙏 -Nina"
grab,"@michaelabubu Halo Kak, aku dari Grab Akun Official 🙌
Sebelumnya mohon maaf kalau Kakak jadi nggak nyaman ya 🙏
Kalau ada yang bisa kami bantu lebih lanjut tentang pengalaman perjalanan Kakak menggunakan layanan Grab, boleh infoin detailnya lewat DM dengan ketik ""Agent"". Terima kasih 🙏 -Nina"
grab,"@lagherthaa Halo Kak, aku dari Grab Akun Official 🙌
Sebelumnya mohon maaf kalau Kakak jadi gak nyaman ya 🙏
Kalau ada yang bisa kami bantu lebih lanjut tentang pengalaman pemesanan Grab Kakak, boleh infoin detailnya lewat DM dengan ketik ""Agent"". Terima kasih Kak 🙏 -Nina"
grab,"@veiyloura Halo Kak, aku dari Grab Akun Official 🙌
Sebelumnya mohon maaf kalau Kakak jadi nggak nyaman ya 🙏
Kalau ada yang bisa kami bantu lebih lanjut tentang pengalaman perjalanan Kakak menggunakan layanan Grab, boleh infoin detailnya lewat DM dengan ketik ""Agent"". Terima kasih 🙏 -Nina"
grab,"@jiponjennie Hi Kak aku dari Grab Akun Official. Maaf atas ketidaknyamanannya. Mitra pengemudi yg tdk bekerja sesuai kode etik akan diberikan sanksi &amp; edukasi dari tim kami
Supaya dpt aku bantu lebih lanjut, silakan infoin jg detailnya ke DM ya

Terima kasih 🙏-Nur"
grab,"@aiwaterin Iya ongkir grabfood ok bgt emang apalagi langganan, gofood itu biaya layanan nya mahall wkwkw ada 3k++ kalo grab disini mostly start dr 1k"
grab,@svtnserenade A. heueheueh grab na chance baka last na kasi...
grab,gw pake gofood cmn buat beli PISANG RAJO krn klo di Grab sama Shopee dia kagak ada diskon😭 tp klo GoFood biasanya selalu diskon wlopun cmn 20/30% wkwkkw https://t.co/cxnUef5VtM
grab,"Hell nah 💀
Dari ongkir aja beda jauh anjir, langganan ongkir sopi motong ny 1k per 10k belanja kalo grab motong ny 10k up to 14k minbel 30k. Diskon makan ny jg kecil jir, event besar ya pas tanggal kembar palingan. Grab tiap bulan ada rutin bogo, disk 60%, disk 50%--"
grab,"Sedih bgt broo...
Ibu minta beliin minuman dingin. Pas dibeliin gamau diminum. Di lihat pun engga. Pdhl itu aku udh beliin pulang kerja berenti dulu izin ke ibu grab baik :("
grab,lu kalo mau enak silahkan naik grab/gojek/maxim/apapun itu alias mikir lah goblok... lu jahat banget tolol
grab,"@Ordinaryjhonny Kalo 100k+ emg lbh enak shopee
Tp kalo 40-60k enakan grab, tp hrs grab unlimited"
grab,Lu klo miskin kgk usah berisik. Klo bnyk duit beli mobil aje atau commute make grab. Puki
grab,"@tubirfess Lu kaloooo gak mau desek-desekan modalll dikit egeeeee, naek grab bike atau gocar kekkkkk, gak usah naek krl yang murahhhhhhhhhhhhh"
grab,@jogja_base Sewa grab aja
grab,"Ketololan apalagi ya nanti yang bakal viral?
- mbak2 KAI
- mas2 grab"
grab,"bacanya gue sedih dah, padahal sama-sama lagi berjuang cari rezeki ya. Kalau udah berlebihan pasti juga bakal ditegur sama satpam disitu, terus masalah bau kak sekarang ada yang namanya masker? atau kalau mau nyaman ada grab atau gojek?"
grab,"@ocyocha @Ordinaryjhonny Subs grab unlimited juga ga semua daerah diskonnya segitu, beberapa daerah ada yg diskon nya 50% (40% disc makanan + disc ongkir 10k). Mendingan yg dulu di grab ada diskon 55% walaupun mesti cepat² ordernya"
grab,"@tubirfess Pernah mikir gak sih nder, bapak yg sedang susah2 bawa dagangan banyak ini, yg kamu bilang bau dan yg kamu julidin ini, adalah seorang bapak yg lagi berjuang buat cari nafkah buat anak istrinya??? Pikirin kalau bapakmu sendiri yg kaya gitu gimana?? Pake aja grab klo gamau BAU mah"
grab,@re4litysucksss @aishiteRIE2124 Bkn prnah. Tp stiap i canc slalu dpt yg lbh jauh plus dlm bbrpa wktu dpt driver yg jauh2. Udh 8 thn pakai grab dan i cm prnah canc tu 5-7 kli doang
grab,"hallo!! aku masih open nokos ridi banyak yak, gojek, grab, wa, shopee, tokopedia yukk sung ke tele/ wa fastrespon yak✨ #zonauang"
grab,"@cherriesboyd @Ordinaryjhonny Sama! Wkwk maklum msh kaum menengah jadi kalau mau jajan compare dulu trs tiap app tergantung promonya sih, kdg lebih murah di grab, kdg gojek, kdg shopee"
grab,"https://t.co/g00c1ksO6h kangen mie goreng ini, gw cek di grab masih suka salah pesenan abangnya tapi😭😭😭😭😭😭😃"
grab,"kalo pake grab unlimited, lebih murah grab"
grab,@tacoutiee Yup. Betul. Sebab kitorang memang nak vip but masatu tinggal cat1 je. So kitorang grab jelah incase melopong 😭😭
grab,"‼️ ShopeeFood DISKON 100%
Max 30rb 💌
* Semua resto, pesanan terjadwal

Klaim dan belinya disiniii 👇
https://t.co/8h7LPu3baB
https://t.co/8h7LPu3baB

t. gofood grabfood kode promo go grab shopee food sfood voucher daget gojek gratis ongkir https://t.co/nWdLrunCzC"
grab,"@kegblgnunfaedh Udah sering ya orderan fiktif gini, grab dan gojek gamau cari cara nih gmn ngehilangin orderan fiktif ini?"
grab,"@Ordinaryjhonny grab kalo lg event baik banget anjay disc 80% love bgt, sopi yaaa so so lah ongkirnya motong seribu doang anj"
grab,@Ordinaryjhonny gak juga di aku grab sm gofood yg lebih murah
grab,"Kalo belinya dibawah 100k biasanya murce shopeefood tp kalo diatas itu apalagi punya brand biasanya murce grab or gofood. Tinggal
Banding2 in aj sih kalo aku. 😄"
grab,"Dulu ga pernah pake grab selalu gojek, ternyata grab lebih murah. Mau coba langganan grab unlimited deh. Karena skrg aku sering bgt beli makan🥲"
grab,@tubirfess kalau gamau kecium baunya naik taxi atau grab car aja ga sih?
grab,"@jogja_base maaf, emg grab/gojek gaada kah?"
grab,"Ayam Koplo by Hangry on SHOPEEFOOD DISKON jadi 7Ka an aja ✨😭 Nasi Ayam Goreng Penyet + Sambel 🍗 

Pakai voucher disini sekarang👇👇
https://t.co/UTasA2Zcdw
https://t.co/UTasA2Zcdw

t. gofood grabfood kode promo go grab shopee food sfood daget gojek thr shopeepay https://t.co/xh2GdxlkOp"
grab,"Shopeefood Diskon 90% s/d 25rb ‼️ Khusus untuk resto tertentu! 🍝🍜

Cek dan klaim dari resto ini 👇
https://t.co/doSg7ARsJ8

t. gofood grabfood kode promo go grab shopee food sfood voucher gojek https://t.co/aNkFanc4gK"
grab,"Klaim vc di halaman restoo🥳
siapa tau akunnya wangii✨️
👍 https://t.co/OjyYGLGAQg

gofood grabfood shopeefood kode promo go grab shopee food diskon voucher daget gojek https://t.co/hgoNCClHDI"
grab,"‼️ Voucher diskon 100% max 40rb! Bisa semua resto ✨

Klaim di resto ini sebelum habis 👇👇👇
https://t.co/p9LzoEogsv
https://t.co/p9LzoEogsv

t. gofood grabfood shopeefood kode promo go grab shopee food gojek daget gratis ongkir thr dana kaget https://t.co/ps6joognEw"
grab,"Ada potongan Moon Chicken 🥳 klaim voucher nya di halaman resto (siapa tau hoki) ✨️
👍 https://t.co/gwckoCbPef

Diskon gofood grabfood shopeefood kode promo go grab shopee food daget gojek thr shopeepay https://t.co/jSptYGXFlV"
grab,@nae_sesange eh sumpah aku durung cerito 😫 wingi oleh driver grab prik bangett.
grab,"WINGSTOP SHOPEEFOOD DISKON jadi 5K aja Combo 3 Boneless 🤤🍗🐔

‼️ Klaim voucher nya disini sebelum habis 👇👇
https://t.co/D3iHNzk5AI
https://t.co/D3iHNzk5AI

daget gofood grabfood kode promo go grab shopee food sfood voucher gojek thr shopeepay https://t.co/y3k2ytSuqE"
grab,"Dari Pada Blonde Creamy Latte DISKON jadi 2K-an aja bisa pick up ✨

‼️ Klaim voucher-nya di sini sebelum habis 👇👇
https://t.co/4uue6niSc7
https://t.co/4uue6niSc7

t. daget gofood grabfood kode promo go grab shopee food jerome sfood gojek kopi https://t.co/oFXBHlCBfT"
grab,Idk...tapi mostly org teka umur smua teka 5 6 tahun muda dri umur sebenar..even pakcik grab ckp igt student 😭 saya tua dah pakcikk
grab,"Jakarta-Semarang PP nyetir sendiri
Jakarta-Malang PP nyetir sendiri
jakarta-Jogja PP nyetir sendiri

Kayanya gue cocok narik grab atau jadi supir tembak antar provinsi 😂"
grab,"tebak siapa yang lupa upload katalognya? betul, adalah gweh 🤡

Rise personal catalogue (OTS only)

📍CF/Comifuro/Comic Frontier 21 - N42
📅 15-16 Oktober
🌟 Fandom : Genshin Impact, Honkai : Star Rail, Identity V, Holostars ARMIS

Item in limited stock so grab it fast iyah https://t.co/ELux5pwthb"
grab,"@Ordinaryjhonny di gue lbh murah grab ya, shopee ongkir sama biaya layanannya mahal"
grab,"@ruang_comment @aishiteRIE2124 Saya kmrn pake yg normal malah suruh pake yg hemat kata abangnya klo deket2 pke yg hemat aja , jdi skrg pake yg hemat grab / gojek"
grab,Grab murah di awal awal doang udah gitu kalau beli di atas 100k pun gak da promo
grab,"Sedang berbincang² dengan bapak driver grab, sampe dimana bapaknya nanya :
Bapak driver : Mbanya udah brp lama kerja disana?
Aku : 9 tahun pak
Bapak driver : Lho lho tak kira masih 1 - 2 taunan mbaa
Aku : Hehe engga pak, udah lumayan lama"
grab,"rekel rakel racle @njaemintx 

1. MUFFIN 🩷🤏🏻 (kgn muffin rekel)
2. maramu ramen
3. GRAB WKWKWK"
grab,@Ordinaryjhonny gk ah grab lebih oke https://t.co/ObG4YNNfyL
grab,guys bisaa pesen disinii yaa❤️ https://t.co/gB1HemEWfi
grab,"@tubirfess Kalo lo merasa terganggu naik grab, gampang jgn dibikin susah."
grab,"👧: “sayang apa aku yg kesana samperin kamu ya?”
👦: “yaudah klo mau kesini, kesini aja pk grab gausah ribet” 

Plis, ini gw yg terlalu excited ya?"
grab,@mingdilf @gtauadasiapadmn Kalau Grab sistemnya harus subscribe dulu kak drivernya biar bisa nyantol orderan hemat
